batch,N,q,positive,value
22,10000,0.965,True,3.2966526863533323
22,10000,0.97,True,3.4356687415656575
22,10000,0.975,True,4.0933772731360065
22,10000,0.98,True,5.511834770031513
22,10000,0.985,True,8.147533403472213
22,10000,0.99,True,11.582614275838237
22,10000,0.995,True,13.059732640798497
22,10000,0.996,True,13.258358167357018
22,10000,0.997,True,13.45698369391554
22,10000,0.998,True,13.65560922047406
22,100000,0.95,False,-1.0681832406808311
22,100000,0.97,False,-0.701475099487694
22,100000,0.99,False,0.10164739775871968
22,100000,0.995,False,0.6458147683480542
22,100000,0.95,True,2.716544638082818
22,100000,0.96,True,2.9083634582346094
22,100000,0.965,True,3.08097020485892
22,100000,0.97,True,3.346594177574321
22,100000,0.975,True,3.7235124232919694
22,100000,0.98,True,4.060854778085919
22,100000,0.985,True,4.708690959312713
22,100000,0.99,True,5.503175942636027
22,100000,0.995,True,6.871851041853231
22,100000,0.996,True,7.251633849331199
22,100000,0.997,True,7.740948374490181
22,100000,0.998,True,9.234003619783296
22,1000000,0.95,False,-1.077214110368714
22,1000000,0.97,False,-0.6973346071359372
22,1000000,0.99,False,0.125508444176341
22,1000000,0.995,False,0.667529935725526
22,1000000,0.95,True,2.8996252815576034
22,1000000,0.96,True,3.26859284441985
22,1000000,0.965,True,3.4489878098669653
22,1000000,0.97,True,3.697149664674784
22,1000000,0.975,True,4.010993683107739
22,1000000,0.98,True,4.491864471808115
22,1000000,0.985,True,5.110268734393749
22,1000000,0.99,True,6.157138160059297
22,1000000,0.995,True,8.794554347788853
22,1000000,0.996,True,10.337713867615495
22,1000000,0.997,True,11.853126413895659
22,1000000,0.998,True,14.418236696397535
23,1000,0.95,False,-0.8822617462917531
23,1000,0.97,False,-0.4816709346203078
23,1000,0.99,False,0.38836449708579096
23,1000,0.995,False,0.7452691151188149
23,1000,0.95,True,4.16797639841943
23,1000,0.96,True,4.940548799391117
23,1000,0.965,True,5.326834999876969
23,1000,0.97,True,5.713121200362812
23,1000,0.975,True,6.099407400848664
23,1000,0.98,True,6.485693601334507
23,1000,0.985,True,6.871979801820359
23,1000,0.99,True,7.258266002306202
23,1000,0.995,True,7.644552202792054
23,1000,0.996,True,7.721809442889217
23,1000,0.997,True,7.79906668298639
23,1000,0.998,True,7.876323923083562
23,10000,0.95,False,-1.0371969577278561
23,10000,0.97,False,-0.6766276976078156
23,10000,0.99,False,0.1069480808401304
23,10000,0.995,False,0.5350479387270389
23,10000,0.95,True,2.7762073141897847
23,10000,0.96,True,3.2350449013097133
23,10000,0.965,True,3.8155047537966142
23,10000,0.97,True,4.02181062389384
23,10000,0.975,True,4.698638209496973
23,10000,0.98,True,7.841193773621368
23,10000,0.985,True,9.874385351810897
23,10000,0.99,True,10.542205870388166
23,10000,0.995,True,33.83491080418991
23,10000,0.996,True,40.21725250830065
23,10000,0.997,True,46.59959421241139
23,10000,0.998,True,52.98193591652213
23,100000,0.95,False,-1.081063739160395
23,100000,0.97,False,-0.7257891959695167
23,100000,0.99,False,0.11997537102434859
23,100000,0.995,False,0.6908595071693576
23,100000,0.95,True,3.449279869543273
23,100000,0.96,True,3.7742516322336197
23,100000,0.965,True,3.958123497293275
23,100000,0.97,True,4.1557923748924335
23,100000,0.975,True,4.5668261042896745
23,100000,0.98,True,5.133843290242417
23,100000,0.985,True,5.871055164591249
23,100000,0.99,True,7.817426335944532
23,100000,0.995,True,10.670495903281022
23,100000,0.996,True,11.897331711925915
23,100000,0.997,True,14.553691820251926
23,100000,0.998,True,16.053149275815315
23,1000000,0.95,False,-1.0778726868499862
23,1000000,0.97,False,-0.7013468066083777
23,1000000,0.99,False,0.12300388582674673
23,1000000,0.995,False,0.6850530079733516
23,1000000,0.95,True,2.9761671286702236
23,1000000,0.96,True,3.275837327009124
23,1000000,0.965,True,3.566943641512155
23,1000000,0.97,True,3.8629315706483442
23,1000000,0.975,True,4.157157241152219
23,1000000,0.98,True,4.600689488868707
23,1000000,0.985,True,5.091212448664333
23,1000000,0.99,True,6.080284620420299
23,1000000,0.995,True,8.226608581251192
23,1000000,0.996,True,9.498277513619575
23,1000000,0.997,True,10.522697989256919
23,1000000,0.998,True,12.995194946926052
24,1000,0.95,False,-1.0033968260529453
24,1000,0.97,False,-0.7106799767588828
24,1000,0.99,False,0.01940289237451629
24,1000,0.995,False,0.634350329404604
24,1000,0.95,True,3.0304928152149984
24,1000,0.96,True,3.2193258348583775
24,1000,0.965,True,3.313742344680069
24,1000,0.97,True,3.4081588545017567
24,1000,0.975,True,3.502575364323448
24,1000,0.98,True,3.5969918741451394
24,1000,0.985,True,3.6914083839668272
24,1000,0.99,True,3.7858248937885186
24,1000,0.995,True,3.8802414036102064
24,1000,0.996,True,3.8991247055745477
24,1000,0.997,True,3.918008007538885
24,1000,0.998,True,3.9368913095032227
24,10000,0.95,False,-1.0653995695552372
24,10000,0.97,False,-0.7598781186414512
24,10000,0.99,False,0.006446870128135822
24,10000,0.995,False,0.6524948769685494
24,10000,0.95,True,4.947905767901044
24,10000,0.96,True,5.099192582268274
24,10000,0.965,True,5.162170056769867
24,10000,0.97,True,5.2330516328434165
24,10000,0.975,True,7.153125500047819
24,10000,0.98,True,9.319758339402952
24,10000,0.985,True,9.526127730684887
24,10000,0.99,True,9.565666190215882
24,10000,0.995,True,14.964457262035358
24,10000,0.996,True,16.08796447731595
24,10000,0.997,True,17.21147169259654
24,10000,0.998,True,18.33497890787713
24,100000,0.95,False,-1.062474554782113
24,100000,0.97,False,-0.6847010099870554
24,100000,0.99,False,0.1458778834128985
24,100000,0.995,False,0.7159511908046522
24,100000,0.95,True,2.9756144051973465
24,100000,0.96,True,3.280489353010413
24,100000,0.965,True,3.373094061649245
24,100000,0.97,True,3.5156511975786278
24,100000,0.975,True,4.020539427718703
24,100000,0.98,True,4.412956250416903
24,100000,0.985,True,4.702190241428519
24,100000,0.99,True,6.452930403731253
24,100000,0.995,True,10.17421012428932
24,100000,0.996,True,10.888146712326025
24,100000,0.997,True,13.37010387811533
24,100000,0.998,True,16.116177248122693
24,1000000,0.95,False,-1.0766404717325961
24,1000000,0.97,False,-0.7025275787950791
24,1000000,0.99,False,0.11854821352581132
24,1000000,0.995,False,0.6636416158526366
24,1000000,0.95,True,2.8019366417117246
24,1000000,0.96,True,3.1146757442404795
24,1000000,0.965,True,3.3282264748820563
24,1000000,0.97,True,3.575165449610589
24,1000000,0.975,True,3.9185766901387984
24,1000000,0.98,True,4.2234227382748495
24,1000000,0.985,True,4.741701390667241
24,1000000,0.99,True,5.760846048259605
24,1000000,0.995,True,8.534162888350572
24,1000000,0.996,True,9.035524494032632
24,1000000,0.997,True,10.904417613219493
24,1000000,0.998,True,13.906343896100227
25,1000,0.95,False,-1.1331898253205095
25,1000,0.97,False,-0.9038628644877764
25,1000,0.99,False,-0.046987617854870226
25,1000,0.995,False,0.3163205900128775
25,1000,0.95,True,2.054706438600279
25,1000,0.96,True,2.0716177601672996
25,1000,0.965,True,2.08007342095081
25,1000,0.97,True,2.08852908173432
25,1000,0.975,True,2.0969847425178303
25,1000,0.98,True,2.1054404033013405
25,1000,0.985,True,2.1138960640848508
25,1000,0.99,True,2.122351724868361
25,1000,0.995,True,2.130807385651871
25,1000,0.996,True,2.1324985178085734
25,1000,0.997,True,2.1341896499652755
25,1000,0.998,True,2.135880782121977
25,10000,0.95,False,-1.1051873400162477
25,10000,0.97,False,-0.7784754640185939
25,10000,0.99,False,0.10688261600972625
25,10000,0.995,False,0.6295218155987694
25,10000,0.95,True,2.4907209011689004
25,10000,0.96,True,2.767007853000849
25,10000,0.965,True,2.9313026897540277
25,10000,0.97,True,2.9651634062320253
25,10000,0.975,True,3.0553611632019027
25,10000,0.98,True,3.200871650836539
25,10000,0.985,True,3.550057223135182
25,10000,0.99,True,3.999685302939368
25,10000,0.995,True,14.133321877599426
25,10000,0.996,True,16.543152825294857
25,10000,0.997,True,18.952983772990603
25,10000,0.998,True,21.362814720686032
25,100000,0.95,False,-1.0936326507138272
25,100000,0.97,False,-0.7166577137629468
25,100000,0.99,False,0.0919038256299164
25,100000,0.995,False,0.6503002794922054
25,100000,0.95,True,3.0153911218021996
25,100000,0.96,True,3.299539530223882
25,100000,0.965,True,3.588803611816207
25,100000,0.97,True,3.829201542042361
25,100000,0.975,True,3.9705183866911353
25,100000,0.98,True,4.346193180685536
25,100000,0.985,True,4.9015711579119
25,100000,0.99,True,5.488148328606449
25,100000,0.995,True,7.1860443345552945
25,100000,0.996,True,7.44190040450426
25,100000,0.997,True,7.779257953905212
25,100000,0.998,True,8.626606070915278
25,1000000,0.95,False,-1.074656347008382
25,1000000,0.97,False,-0.699521152846943
25,1000000,0.99,False,0.13152871925442453
25,1000000,0.995,False,0.680137188302224
25,1000000,0.95,True,3.0186256979870882
25,1000000,0.96,True,3.369398453106652
25,1000000,0.965,True,3.558315266395682
25,1000000,0.97,True,3.864487167118571
25,1000000,0.975,True,4.231344619971138
25,1000000,0.98,True,4.76441951907673
25,1000000,0.985,True,5.4832082155908415
25,1000000,0.99,True,7.057353590413708
25,1000000,0.995,True,10.690871532036764
25,1000000,0.996,True,12.725624667991593
25,1000000,0.997,True,14.02623637423659
25,1000000,0.998,True,18.695057346624523
26,1000,0.95,False,-1.0916814039009035
26,1000,0.97,False,-0.49876442618957517
26,1000,0.99,False,0.09553226654061059
26,1000,0.995,False,0.4694725111950078
26,1000,0.95,True,0.9675510681577004
26,1000,0.96,True,1.011653924848692
26,1000,0.965,True,1.0337053531941878
26,1000,0.97,True,1.0557567815396836
26,1000,0.975,True,1.0778082098851787
26,1000,0.98,True,1.0998596382306747
26,1000,0.985,True,1.1219110665761702
26,1000,0.99,True,1.1439624949216654
26,1000,0.995,True,1.1660139232671614
26,1000,0.996,True,1.1704242089362606
26,1000,0.997,True,1.17483449460536
26,1000,0.998,True,1.1792447802744586
26,10000,0.95,False,-1.0456358653554347
26,10000,0.97,False,-0.6659459940521145
26,10000,0.99,False,0.1956391003463659
26,10000,0.995,False,0.8718166547199917
26,10000,0.95,True,3.0404220959110857
26,10000,0.96,True,3.4085288799498716
26,10000,0.965,True,3.4424272145372967
26,10000,0.97,True,3.4559115007088184
26,10000,0.975,True,3.486054103606614
26,10000,0.98,True,3.5249327099929157
26,10000,0.985,True,3.606396400560496
26,10000,0.99,True,3.911031317237135
26,10000,0.995,True,7.17153573495748
26,10000,0.996,True,8.260943339204005
26,10000,0.997,True,9.350350943450405
26,10000,0.998,True,10.439758547696808
26,100000,0.95,False,-1.0652369665206407
26,100000,0.97,False,-0.692277123393661
26,100000,0.99,False,0.11355681097320171
26,100000,0.995,False,0.6358530952335079
26,100000,0.95,True,2.757716224532016
26,100000,0.96,True,3.0863303234851553
26,100000,0.965,True,3.274199352690313
26,100000,0.97,True,3.5419678134342774
26,100000,0.975,True,4.032535353768849
26,100000,0.98,True,4.549956329561663
26,100000,0.985,True,4.92233218576947
26,100000,0.99,True,5.884011513377806
26,100000,0.995,True,7.186458769635316
26,100000,0.996,True,7.430745258372406
26,100000,0.997,True,7.801239629748954
26,100000,0.998,True,9.638708948302224
26,1000000,0.95,False,-1.0758584326747394
26,1000000,0.97,False,-0.7030013693940705
26,1000000,0.99,False,0.12348954803721757
26,1000000,0.995,False,0.6641415163774875
26,1000000,0.95,True,2.926239336089785
26,1000000,0.96,True,3.2232636423480443
26,1000000,0.965,True,3.3954809957740917
26,1000000,0.97,True,3.6086483140160928
26,1000000,0.975,True,3.987838761841839
26,1000000,0.98,True,4.47596536834617
26,1000000,0.985,True,5.17746225547868
26,1000000,0.99,True,6.2413866607724
26,1000000,0.995,True,8.409102376547146
26,1000000,0.996,True,9.254320898179882
26,1000000,0.997,True,11.011490584574407
26,1000000,0.998,True,13.500786357107543
27,1000,0.95,False,-1.2107327221326283
27,1000,0.97,False,-0.8491440280298853
27,1000,0.99,False,0.3191228002647061
27,1000,0.995,False,0.7305082908482902
27,1000,0.95,True,6.754889401126171
27,1000,0.96,True,10.104762395701732
27,1000,0.965,True,11.779698892989552
27,1000,0.97,True,13.454635390277332
27,1000,0.975,True,15.129571887565152
27,1000,0.98,True,16.804508384852934
27,1000,0.985,True,18.479444882140754
27,1000,0.99,True,20.154381379428532
27,1000,0.995,True,21.829317876716356
27,1000,0.996,True,22.164305176173887
27,1000,0.997,True,22.49929247563146
27,1000,0.998,True,22.83427977508903
27,10000,0.95,False,-1.098510200715032
27,10000,0.97,False,-0.7007239818596984
27,10000,0.99,False,0.22575989437578153
27,10000,0.995,False,0.698819650231698
27,10000,0.95,True,2.3662123480637383
27,10000,0.96,True,2.5840306157444384
27,10000,0.965,True,2.6778507394444824
27,10000,0.97,True,2.7854137864312163
27,10000,0.975,True,3.0290596339793607
27,10000,0.98,True,3.3845663332329874
27,10000,0.985,True,3.8456064033526647
27,10000,0.99,True,4.122843962602378
27,10000,0.995,True,4.740469280754923
27,10000,0.996,True,4.931055813303569
27,10000,0.997,True,5.121642345852255
27,10000,0.998,True,5.3122288784009415
27,100000,0.95,False,-1.0802220584941267
27,100000,0.97,False,-0.7097725563465458
27,100000,0.99,False,0.18947622703989445
27,100000,0.995,False,0.7247760717327326
27,100000,0.95,True,3.0064298268255945
27,100000,0.96,True,3.2417648321556003
27,100000,0.965,True,3.4125895964732336
27,100000,0.97,True,3.575974562148948
27,100000,0.975,True,3.801883228934663
27,100000,0.98,True,4.413844102383755
27,100000,0.985,True,4.98604520474446
27,100000,0.99,True,5.430703049224818
27,100000,0.995,True,6.304780420032519
27,100000,0.996,True,6.9877516043379355
27,100000,0.997,True,9.149150621508126
27,100000,0.998,True,10.273966063104492
27,1000000,0.95,False,-1.0757583751764441
27,1000000,0.97,False,-0.6993581158467143
27,1000000,0.99,False,0.12074931546797964
27,1000000,0.995,False,0.6745503781742022
27,1000000,0.95,True,2.910819681516956
27,1000000,0.96,True,3.238905253427557
27,1000000,0.965,True,3.47220728014695
27,1000000,0.97,True,3.6663856851699164
27,1000000,0.975,True,3.980564892474913
27,1000000,0.98,True,4.327976914204138
27,1000000,0.985,True,4.903376443075663
27,1000000,0.99,True,6.107297832467276
27,1000000,0.995,True,8.173224266829372
27,1000000,0.996,True,8.940621148007601
27,1000000,0.997,True,10.523827765621855
27,1000000,0.998,True,13.085532323043411
28,1000,0.95,False,-1.1011702876158465
28,1000,0.97,False,-0.6622353208272543
28,1000,0.99,False,0.5801543807053
28,1000,0.995,False,1.4654080683496977
28,1000,0.95,True,3.0985874415101398
28,1000,0.96,True,3.1722808249041172
28,1000,0.965,True,3.209127516601106
28,1000,0.97,True,3.2459742082980947
28,1000,0.975,True,3.282820899995084
28,1000,0.98,True,3.3196675916920717
28,1000,0.985,True,3.3565142833890604
28,1000,0.99,True,3.393360975086049
28,1000,0.995,True,3.4302076667830383
28,1000,0.996,True,3.4375770051224355
28,1000,0.997,True,3.444946343461834
28,1000,0.998,True,3.4523156818012315
28,10000,0.95,False,-1.044252652372327
28,10000,0.97,False,-0.6466944050098462
28,10000,0.99,False,0.201481520818862
28,10000,0.995,False,0.7446389465295455
28,10000,0.95,True,3.444497972035137
28,10000,0.96,True,3.543208014872007
28,10000,0.965,True,3.55828695097497
28,10000,0.97,True,3.5821837158238288
28,10000,0.975,True,3.765694081656746
28,10000,0.98,True,4.2101611214753785
28,10000,0.985,True,4.855416662400391
28,10000,0.99,True,4.967059599109287
28,10000,0.995,True,5.522763283873627
28,10000,0.996,True,5.71749192634282
28,10000,0.997,True,5.912220568812013
28,10000,0.998,True,6.106949211281163
28,100000,0.95,False,-1.0866534737244073
28,100000,0.97,False,-0.704016664667831
28,100000,0.99,False,0.10704420915772916
28,100000,0.995,False,0.6661172308967764
28,100000,0.95,True,2.7944621533882366
28,100000,0.96,True,3.0642432586693538
28,100000,0.965,True,3.3175425429610597
28,100000,0.97,True,3.5019225539603918
28,100000,0.975,True,3.737155987269067
28,100000,0.98,True,4.213207165872541
28,100000,0.985,True,4.513221801238541
28,100000,0.99,True,5.502933170887433
28,100000,0.995,True,8.217837238992752
28,100000,0.996,True,8.55600928863954
28,100000,0.997,True,11.002693204423007
28,100000,0.998,True,13.695927142129808
28,1000000,0.95,False,-1.0795157670103501
28,1000000,0.97,False,-0.7058629062676269
28,1000000,0.99,False,0.1204905519418393
28,1000000,0.995,False,0.6740014132849746
28,1000000,0.95,True,2.94297766713099
28,1000000,0.96,True,3.2499494559565423
28,1000000,0.965,True,3.49859430061783
28,1000000,0.97,True,3.79912393986364
28,1000000,0.975,True,4.158341816763446
28,1000000,0.98,True,4.615071497071511
28,1000000,0.985,True,5.232065200542511
28,1000000,0.99,True,6.5771122505648085
28,1000000,0.995,True,9.392910900546525
28,1000000,0.996,True,10.312576791817516
28,1000000,0.997,True,12.58825613870578
28,1000000,0.998,True,14.863512156850398
29,1000,0.95,False,-1.0925809506177584
29,1000,0.97,False,-0.7552984428883879
29,1000,0.99,False,-0.28875245169684444
29,1000,0.995,False,0.35572032339062415
29,1000,0.95,True,1.0743030433992515
29,1000,0.96,True,1.087499878931202
29,1000,0.965,True,1.0940982966971775
29,1000,0.97,True,1.100696714463153
29,1000,0.975,True,1.107295132229128
29,1000,0.98,True,1.1138935499951035
29,1000,0.985,True,1.1204919677610787
29,1000,0.99,True,1.127090385527054
29,1000,0.995,True,1.1336888032930295
29,1000,0.996,True,1.1350084868462245
29,1000,0.997,True,1.1363281703994195
29,1000,0.998,True,1.1376478539526145
29,10000,0.95,False,-1.0980695327208694
29,10000,0.97,False,-0.7232801296928641
29,10000,0.99,False,0.12757679305917685
29,10000,0.995,False,0.6213298092599049
29,10000,0.95,True,1.8603361146036679
29,10000,0.96,True,2.0654435868726724
29,10000,0.965,True,2.565107700533222
29,10000,0.97,True,3.3464801432280655
29,10000,0.975,True,4.24353775169271
29,10000,0.98,True,5.313596828483143
29,10000,0.985,True,6.283149733653163
29,10000,0.99,True,7.075063823866227
29,10000,0.995,True,8.174700379268632
29,10000,0.996,True,8.423500415477989
29,10000,0.997,True,8.672300451687345
29,10000,0.998,True,8.921100487896702
29,100000,0.95,False,-1.061175603633751
29,100000,0.97,False,-0.6791042017640474
29,100000,0.99,False,0.12993762733019334
29,100000,0.995,False,0.6887881872632199
29,100000,0.95,True,2.8854405622125774
29,100000,0.96,True,3.209907610274528
29,100000,0.965,True,3.3910259981157673
29,100000,0.97,True,3.6305837190082233
29,100000,0.975,True,3.900841775463597
29,100000,0.98,True,4.245935109472
29,100000,0.985,True,4.8284409035993185
29,100000,0.99,True,5.954626806615328
29,100000,0.995,True,7.253864185342827
29,100000,0.996,True,8.201104494704095
29,100000,0.997,True,9.833759651132105
29,100000,0.998,True,11.806583659656479
29,1000000,0.95,False,-1.0762096129261782
29,1000000,0.97,False,-0.7069317667970236
29,1000000,0.99,False,0.12136723376458422
29,1000000,0.995,False,0.6786224478068558
29,1000000,0.95,True,3.0002234954720173
29,1000000,0.96,True,3.35002792138056
29,1000000,0.965,True,3.5552897709112408
29,1000000,0.97,True,3.7842968490845377
29,1000000,0.975,True,4.129573857103434
29,1000000,0.98,True,4.622196197940567
29,1000000,0.985,True,5.330338964823981
29,1000000,0.99,True,6.325312131730399
29,1000000,0.995,True,9.386501858152787
29,1000000,0.996,True,10.44314615385956
29,1000000,0.997,True,13.079130897505692
29,1000000,0.998,True,15.65941456289302
30,1000,0.95,False,-0.9924545023097888
30,1000,0.97,False,-0.6797041297618343
30,1000,0.99,False,-0.07705708723979392
30,1000,0.995,False,0.7885831181277978
30,1000,0.95,True,10.531363518818136
30,1000,0.96,True,11.350662163912288
30,1000,0.965,True,11.760311486459365
30,1000,0.97,True,12.169960809006442
30,1000,0.975,True,12.579610131553519
30,1000,0.98,True,12.989259454100583
30,1000,0.985,True,13.398908776647662
30,1000,0.99,True,13.80855809919474
30,1000,0.995,True,14.218207421741814
30,1000,0.996,True,14.300137286251227
30,1000,0.997,True,14.382067150760648
30,1000,0.998,True,14.463997015270058
30,10000,0.95,False,-1.0976416412678536
30,10000,0.97,False,-0.7265626202027
30,10000,0.99,False,0.15741325560343244
30,10000,0.995,False,0.6982684636112605
30,10000,0.95,True,3.2541525963908287
30,10000,0.96,True,4.021909208127494
30,10000,0.965,True,4.206530066306297
30,10000,0.97,True,4.271563741651431
30,10000,0.975,True,4.3329064393514285
30,10000,0.98,True,4.383914399645046
30,10000,0.985,True,4.8769922151148
30,10000,0.99,True,5.7968960976512065
30,10000,0.995,True,7.4495590591818726
30,10000,0.996,True,7.827806196166723
30,10000,0.997,True,8.206053333151573
30,10000,0.998,True,8.584300470136423
30,100000,0.95,False,-1.089560742561217
30,100000,0.97,False,-0.7217428857487341
30,100000,0.99,False,0.11625040497791835
30,100000,0.995,False,0.6516858922254573
30,100000,0.95,True,2.8185275588048384
30,100000,0.96,True,3.056254224172975
30,100000,0.965,True,3.171585326127278
30,100000,0.97,True,3.3786218757349573
30,100000,0.975,True,3.6715476508290235
30,100000,0.98,True,4.030504459755191
30,100000,0.985,True,4.768930506099613
30,100000,0.99,True,5.83378897049621
30,100000,0.995,True,6.568867031814317
30,100000,0.996,True,7.11383606845272
30,100000,0.997,True,8.2723217057469
30,100000,0.998,True,9.510569182011753
30,1000000,0.95,False,-1.0788101288124252
30,1000000,0.97,False,-0.7036326694017777
30,1000000,0.99,False,0.11687352125199232
30,1000000,0.995,False,0.6661069766734088
30,1000000,0.95,True,2.8835539101023437
30,1000000,0.96,True,3.2110071524770842
30,1000000,0.965,True,3.4258311900124134
30,1000000,0.97,True,3.654238340723265
30,1000000,0.975,True,3.992897817480582
30,1000000,0.98,True,4.3316184910336615
30,1000000,0.985,True,4.913661164327516
30,1000000,0.99,True,6.24735413925872
30,1000000,0.995,True,8.591383832324842
30,1000000,0.996,True,9.663348758185919
30,1000000,0.997,True,11.465970874887866
30,1000000,0.998,True,15.051452876968435
31,1000,0.95,False,-1.2274281300073937
31,1000,0.97,False,-0.7671147538353055
31,1000,0.99,False,-0.2294709293782137
31,1000,0.995,False,0.21076076029181426
31,1000,0.95,True,2.6714523498372804
31,1000,0.96,True,2.849801965976215
31,1000,0.965,True,2.9389767740456816
31,1000,0.97,True,3.0281515821151492
31,1000,0.975,True,3.117326390184616
31,1000,0.98,True,3.206501198254081
31,1000,0.985,True,3.295676006323548
31,1000,0.99,True,3.3848508143930154
31,1000,0.995,True,3.4740256224624826
31,1000,0.996,True,3.4918605840763752
31,1000,0.997,True,3.50969554569027
31,1000,0.998,True,3.5275305073041627
31,10000,0.95,False,-1.0833239128494636
31,10000,0.97,False,-0.7359682362660237
31,10000,0.99,False,0.06810101537610543
31,10000,0.995,False,0.5422525722306885
31,10000,0.95,True,1.9292030115334227
31,10000,0.96,True,2.199770078046215
31,10000,0.965,True,2.4427757808322017
31,10000,0.97,True,2.5072915095822728
31,10000,0.975,True,2.6132802047543118
31,10000,0.98,True,2.811694367952452
31,10000,0.985,True,3.0341057477276063
31,10000,0.99,True,3.2769737711421887
31,10000,0.995,True,3.409655405001578
31,10000,0.996,True,3.42960587860464
31,10000,0.997,True,3.449556352207702
31,10000,0.998,True,3.4695068258107646
31,100000,0.95,False,-1.087224270995547
31,100000,0.97,False,-0.7155709331198842
31,100000,0.99,False,0.13650809849220655
31,100000,0.995,False,0.736628792104547
31,100000,0.95,True,2.9450903231440257
31,100000,0.96,True,3.368579005345397
31,100000,0.965,True,3.492671517292357
31,100000,0.97,True,3.6543163523879683
31,100000,0.975,True,3.8495166237378315
31,100000,0.98,True,3.9799146308028988
31,100000,0.985,True,4.303473779318697
31,100000,0.99,True,4.672996217632509
31,100000,0.995,True,7.425609498695293
31,100000,0.996,True,8.864525308443344
31,100000,0.997,True,9.449193553032039
31,100000,0.998,True,10.46628043800191
31,1000000,0.95,False,-1.0803582078113303
31,1000000,0.97,False,-0.7052808822268842
31,1000000,0.99,False,0.10978965293865865
31,1000000,0.995,False,0.6770823054241356
31,1000000,0.95,True,2.8814921516327123
31,1000000,0.96,True,3.1804207332831926
31,1000000,0.965,True,3.3463251261126215
31,1000000,0.97,True,3.603866619547704
31,1000000,0.975,True,3.921037348182595
31,1000000,0.98,True,4.272678403807655
31,1000000,0.985,True,4.91554417852471
31,1000000,0.99,True,6.172598223404662
31,1000000,0.995,True,9.205409798067786
31,1000000,0.996,True,10.261614592218756
31,1000000,0.997,True,12.438060459420953
31,1000000,0.998,True,15.056498138200077
32,1000,0.95,False,-1.1009407752295177
32,1000,0.97,False,-0.5421254218239555
32,1000,0.99,False,0.5377703906528825
32,1000,0.995,False,1.4836020121057931
32,1000,0.95,True,3.323719357449427
32,1000,0.96,True,3.6630800026760904
32,1000,0.965,True,3.832760325289426
32,1000,0.97,True,4.002440647902758
32,1000,0.975,True,4.172120970516094
32,1000,0.98,True,4.341801293129426
32,1000,0.985,True,4.5114816157427615
32,1000,0.99,True,4.681161938356093
32,1000,0.995,True,4.850842260969428
32,1000,0.996,True,4.884778325492093
32,1000,0.997,True,4.9187143900147605
32,1000,0.998,True,4.952650454537428
32,10000,0.95,False,-1.0275631239642937
32,10000,0.97,False,-0.6763348641690842
32,10000,0.99,False,0.1818897249177878
32,10000,0.995,False,0.6406235191649724
32,10000,0.95,True,2.7667370923476007
32,10000,0.96,True,2.8530150782268096
32,10000,0.965,True,2.9476641196610602
32,10000,0.97,True,3.0812318715208526
32,10000,0.975,True,3.278298665032072
32,10000,0.98,True,3.592450878855331
32,10000,0.985,True,3.9247331144701336
32,10000,0.99,True,4.169753809456754
32,10000,0.995,True,5.865047765754534
32,10000,0.996,True,6.407928745090204
32,10000,0.997,True,6.950809724425936
32,10000,0.998,True,7.493690703761668
32,100000,0.95,False,-1.07711424081812
32,100000,0.97,False,-0.6938042291869658
32,100000,0.99,False,0.14743251358911513
32,100000,0.995,False,0.6609912237926926
32,100000,0.95,True,2.918834165868022
32,100000,0.96,True,3.133526379517904
32,100000,0.965,True,3.626144672775334
32,100000,0.97,True,3.8270103135673335
32,100000,0.975,True,4.101782890654281
32,100000,0.98,True,4.4767960734063035
32,100000,0.985,True,4.840802513149507
32,100000,0.99,True,5.455183469653859
32,100000,0.995,True,7.1962814335737555
32,100000,0.996,True,7.494683704000619
32,100000,0.997,True,8.65818341136114
32,100000,0.998,True,9.864747060017633
32,1000000,0.95,False,-1.0803857027399673
32,1000000,0.97,False,-0.7013926834090722
32,1000000,0.99,False,0.12507404866460703
32,1000000,0.995,False,0.6777278050864987
32,1000000,0.95,True,2.8574634741794434
32,1000000,0.96,True,3.2919230479654713
32,1000000,0.965,True,3.5139402338262897
32,1000000,0.97,True,3.775024786468224
32,1000000,0.975,True,4.104793633254648
32,1000000,0.98,True,4.501299978848463
32,1000000,0.985,True,5.276725608047842
32,1000000,0.99,True,6.5509303878974965
32,1000000,0.995,True,9.557027256403785
32,1000000,0.996,True,10.391853583182616
32,1000000,0.997,True,11.32484586230005
32,1000000,0.998,True,14.096310329812582
33,1000,0.95,False,-1.0227806973361246
33,1000,0.97,False,-0.5533157540444014
33,1000,0.99,False,0.1316927159887247
33,1000,0.995,False,0.7916091003628455
33,1000,0.95,True,2.1470450144066944
33,1000,0.96,True,2.155166230404241
33,1000,0.965,True,2.159226838403014
33,1000,0.97,True,2.1632874464017866
33,1000,0.975,True,2.1673480544005597
33,1000,0.98,True,2.171408662399333
33,1000,0.985,True,2.1754692703981062
33,1000,0.99,True,2.1795298783968793
33,1000,0.995,True,2.1835904863956523
33,1000,0.996,True,2.184402607995407
33,1000,0.997,True,2.1852147295951614
33,1000,0.998,True,2.1860268511949164
33,10000,0.95,False,-1.0282482284798924
33,10000,0.97,False,-0.6647200713033569
33,10000,0.99,False,0.06099096716519252
33,10000,0.995,False,0.6697293720359986
33,10000,0.95,True,2.9852940450830205
33,10000,0.96,True,3.444265574042622
33,10000,0.965,True,3.6379350677423536
