batch,N,q,positive,value
75,10000,0.985,True,5.314637524992208
75,10000,0.99,True,5.8378691342438085
75,10000,0.995,True,9.664315857060219
75,10000,0.996,True,10.662773327286985
75,10000,0.997,True,11.661230797513625
75,10000,0.998,True,12.659688267740266
75,100000,0.95,False,-1.0705128235540935
75,100000,0.97,False,-0.673060576008349
75,100000,0.99,False,0.18859219681202774
75,100000,0.995,False,0.7586679403418868
75,100000,0.95,True,2.894300796450228
75,100000,0.96,True,3.096869123821257
75,100000,0.965,True,3.2493750264301173
75,100000,0.97,True,3.637466703527437
75,100000,0.975,True,3.835859407091254
75,100000,0.98,True,4.296009448374548
75,100000,0.985,True,4.612113509207392
75,100000,0.99,True,5.552483866888892
75,100000,0.995,True,7.49980990980446
75,100000,0.996,True,8.698238414608383
75,100000,0.997,True,11.423342128790924
75,100000,0.998,True,14.562285305833782
75,1000000,0.95,False,-1.0722139465555927
75,1000000,0.97,False,-0.6999891622192207
75,1000000,0.99,False,0.1315346675413609
75,1000000,0.995,False,0.6896929769021958
75,1000000,0.95,True,2.857239953196979
75,1000000,0.96,True,3.187974303732499
75,1000000,0.965,True,3.352637184094352
75,1000000,0.97,True,3.624042078470333
75,1000000,0.975,True,3.903742063440256
75,1000000,0.98,True,4.31785318335337
75,1000000,0.985,True,4.9357753983035275
75,1000000,0.99,True,5.956470234582798
75,1000000,0.995,True,7.964488322863502
75,1000000,0.996,True,8.632419310901579
75,1000000,0.997,True,10.55195721667648
75,1000000,0.998,True,13.602555927446343
76,1000,0.95,False,-1.1077279595544842
76,1000,0.97,False,-0.8579514285611215
76,1000,0.99,False,-0.2560298751977926
76,1000,0.995,False,0.31635896840149563
76,1000,0.95,True,1.1989408509855255
76,1000,0.96,True,1.243466300945947
76,1000,0.965,True,1.2657290259261575
76,1000,0.97,True,1.287991750906368
76,1000,0.975,True,1.3102544758865786
76,1000,0.98,True,1.3325172008667887
76,1000,0.985,True,1.3547799258469992
76,1000,0.99,True,1.37704265082721
76,1000,0.995,True,1.3993053758074205
76,1000,0.996,True,1.4037579208034625
76,1000,0.997,True,1.408210465799505
76,1000,0.998,True,1.412663010795547
76,10000,0.95,False,-1.0823511279249936
76,10000,0.97,False,-0.6796778766483171
76,10000,0.99,False,0.1417333174050612
76,10000,0.995,False,0.7349096868402076
76,10000,0.95,True,3.4238632838615572
76,10000,0.96,True,3.72262456581733
76,10000,0.965,True,3.9862579740462905
76,10000,0.97,True,4.618627585593929
76,10000,0.975,True,5.266328130910686
76,10000,0.98,True,5.948194757198625
76,10000,0.985,True,6.699482689470976
76,10000,0.99,True,7.5099494399595725
76,10000,0.995,True,8.170337920546807
76,10000,0.996,True,8.293445421221875
76,10000,0.997,True,8.416552921896944
76,10000,0.998,True,8.539660422572013
76,100000,0.95,False,-1.0700808462729294
76,100000,0.97,False,-0.6910074837592461
76,100000,0.99,False,0.12335888453078823
76,100000,0.995,False,0.6757690265906403
76,100000,0.95,True,2.862813126367411
76,100000,0.96,True,3.2205741902731058
76,100000,0.965,True,3.487232020189312
76,100000,0.97,True,3.6031694173840827
76,100000,0.975,True,3.7693286978316585
76,100000,0.98,True,4.0014058076666235
76,100000,0.985,True,5.241466885477188
76,100000,0.99,True,5.59440358695363
76,100000,0.995,True,7.112323092905358
76,100000,0.996,True,8.116694501536195
76,100000,0.997,True,10.142353798159572
76,100000,0.998,True,12.585072158979276
76,1000000,0.95,False,-1.075291157242213
76,1000000,0.97,False,-0.6986734453075804
76,1000000,0.99,False,0.1352965551569572
76,1000000,0.995,False,0.6923647082757344
76,1000000,0.95,True,2.8769666462226997
76,1000000,0.96,True,3.1083491115976876
76,1000000,0.965,True,3.290895908018228
76,1000000,0.97,True,3.5182642828282003
76,1000000,0.975,True,3.8860774128886026
76,1000000,0.98,True,4.391415170344156
76,1000000,0.985,True,5.04482592997811
76,1000000,0.99,True,6.240696356753235
76,1000000,0.995,True,8.981673342073957
76,1000000,0.996,True,9.464175130968046
76,1000000,0.997,True,10.907338762326578
76,1000000,0.998,True,13.651431286249293
77,1000,0.95,False,-0.9362305574782026
77,1000,0.97,False,-0.58221264292606
77,1000,0.99,False,0.6231843093010428
77,1000,0.995,False,1.1158703195331052
77,1000,0.95,True,2.844101030866123
77,1000,0.96,True,2.8703859951538204
77,1000,0.965,True,2.883528477297668
77,1000,0.97,True,2.8966709594415168
77,1000,0.975,True,2.9098134415853645
77,1000,0.98,True,2.9229559237292135
77,1000,0.985,True,2.9360984058730613
77,1000,0.99,True,2.94924088801691
77,1000,0.995,True,2.962383370160758
77,1000,0.996,True,2.965011866589528
77,1000,0.997,True,2.9676403630182975
77,1000,0.998,True,2.970268859447067
77,10000,0.95,False,-0.9915299338578016
77,10000,0.97,False,-0.5834007276233292
77,10000,0.99,False,0.16967444955927408
77,10000,0.995,False,0.7553257783569602
77,10000,0.95,True,2.769947162157976
77,10000,0.96,True,2.809083914754618
77,10000,0.965,True,3.2989125957753416
77,10000,0.97,True,3.6417717667921763
77,10000,0.975,True,3.6488718458093885
77,10000,0.98,True,3.804395462609688
77,10000,0.985,True,4.0634082810338645
77,10000,0.99,True,4.592380735409549
77,10000,0.995,True,4.943521821055144
77,10000,0.996,True,4.988757521497867
77,10000,0.997,True,5.033993221940594
77,10000,0.998,True,5.079228922383321
77,100000,0.95,False,-1.0683243570770444
77,100000,0.97,False,-0.691164766646187
77,100000,0.99,False,0.10997243188435286
77,100000,0.995,False,0.6780366124537868
77,100000,0.95,True,2.9947939580924317
77,100000,0.96,True,3.2901819929372307
77,100000,0.965,True,3.3904395664826668
77,100000,0.97,True,3.694063211267701
77,100000,0.975,True,4.104428870522887
77,100000,0.98,True,4.704629478901388
77,100000,0.985,True,5.078785677014839
77,100000,0.99,True,5.773298333795249
77,100000,0.995,True,7.324808830414978
77,100000,0.996,True,7.514476495234181
77,100000,0.997,True,7.674053157417996
77,100000,0.998,True,7.980761761661769
77,1000000,0.95,False,-1.0773002327282022
77,1000000,0.97,False,-0.6973635252102006
77,1000000,0.99,False,0.12331599675808937
77,1000000,0.995,False,0.6725794211547208
77,1000000,0.95,True,3.0110335530381533
77,1000000,0.96,True,3.332347326369888
77,1000000,0.965,True,3.525678663140078
77,1000000,0.97,True,3.8264967166379478
77,1000000,0.975,True,4.186974879693009
77,1000000,0.98,True,4.702205365817197
77,1000000,0.985,True,5.417808299880678
77,1000000,0.99,True,6.491599923280079
77,1000000,0.995,True,10.088580525295374
77,1000000,0.996,True,11.821296280209468
77,1000000,0.997,True,14.824007945947638
77,1000000,0.998,True,19.029658120310614
78,1000,0.95,False,-0.9667535088022033
78,1000,0.97,False,-0.662936227518715
78,1000,0.99,False,0.18677713001728288
78,1000,0.995,False,0.661772507623479
78,1000,0.95,True,5.693365956743801
78,1000,0.96,True,7.300125307372094
78,1000,0.965,True,8.10350498268624
78,1000,0.97,True,8.906884658000388
78,1000,0.975,True,9.710264333314536
78,1000,0.98,True,10.513644008628662
78,1000,0.985,True,11.317023683942807
78,1000,0.99,True,12.120403359256956
78,1000,0.995,True,12.923783034571102
78,1000,0.996,True,13.084458969633923
78,1000,0.997,True,13.245134904696764
78,1000,0.998,True,13.405810839759587
78,10000,0.95,False,-1.125438525079979
78,10000,0.97,False,-0.7076757436077517
78,10000,0.99,False,0.06904288189327716
78,10000,0.995,False,0.6044597058715302
78,10000,0.95,True,2.7440007193777127
78,10000,0.96,True,2.7642681572976127
78,10000,0.965,True,2.8205449563681433
78,10000,0.97,True,2.989615893872888
78,10000,0.975,True,3.12117376483579
78,10000,0.98,True,3.207715955948488
78,10000,0.985,True,3.543639660152548
78,10000,0.99,True,4.022067086123117
78,10000,0.995,True,4.522669218248556
78,10000,0.996,True,4.623775187169416
78,10000,0.997,True,4.724881156090276
78,10000,0.998,True,4.825987125011136
78,100000,0.95,False,-1.066744654550512
78,100000,0.97,False,-0.6833947356049123
78,100000,0.99,False,0.14459527655763496
78,100000,0.995,False,0.6929018276960714
78,100000,0.95,True,2.779115471453322
78,100000,0.96,True,3.0477436361528265
78,100000,0.965,True,3.178713718757937
78,100000,0.97,True,3.5371352273549013
78,100000,0.975,True,3.9173180512864008
78,100000,0.98,True,4.34593191180108
78,100000,0.985,True,5.055464262092658
78,100000,0.99,True,7.198842031407248
78,100000,0.995,True,10.12464312709176
78,100000,0.996,True,10.655841969886696
78,100000,0.997,True,13.247813236062196
78,100000,0.998,True,15.551364442934577
78,1000000,0.95,False,-1.080061174602606
78,1000000,0.97,False,-0.701847178786981
78,1000000,0.99,False,0.13165345617578367
78,1000000,0.995,False,0.6907207502877952
78,1000000,0.95,True,2.880555604032421
78,1000000,0.96,True,3.1415102140295996
78,1000000,0.965,True,3.36388785767303
78,1000000,0.97,True,3.575468143081528
78,1000000,0.975,True,3.9308414177898934
78,1000000,0.98,True,4.274282616110382
78,1000000,0.985,True,4.828290338274949
78,1000000,0.99,True,5.781658172840927
78,1000000,0.995,True,8.42429314062927
78,1000000,0.996,True,9.575893338887916
78,1000000,0.997,True,11.372341607912773
78,1000000,0.998,True,13.938125037886609
79,1000,0.95,False,-0.9203106556251793
79,1000,0.97,False,-0.5051455479210643
79,1000,0.99,False,0.2198170450998335
79,1000,0.995,False,1.1164336623769477
79,1000,0.95,True,3.5147010221806574
79,1000,0.96,True,3.5654926408215455
79,1000,0.965,True,3.59088845014199
79,1000,0.97,True,3.616284259462434
79,1000,0.975,True,3.641680068782878
79,1000,0.98,True,3.667075878103322
79,1000,0.985,True,3.6924716874237657
79,1000,0.99,True,3.7178674967442102
79,1000,0.995,True,3.7432633060646547
79,1000,0.996,True,3.748342467928743
79,1000,0.997,True,3.753421629792832
79,1000,0.998,True,3.7585007916569206
79,10000,0.95,False,-1.0999196190843163
79,10000,0.97,False,-0.6921512544772147
79,10000,0.99,False,0.07675746803678883
79,10000,0.995,False,0.6627571345480122
79,10000,0.95,True,2.7157903062258058
79,10000,0.96,True,2.8018041424460614
79,10000,0.965,True,2.924888887969245
79,10000,0.97,True,2.9671295683167056
79,10000,0.975,True,3.011610712106531
79,10000,0.98,True,3.327039007827669
79,10000,0.985,True,3.6884834649157097
79,10000,0.99,True,4.121953218056282
79,10000,0.995,True,4.435280593834768
79,10000,0.996,True,4.487396982197699
79,10000,0.997,True,4.539513370560623
79,10000,0.998,True,4.591629758923548
79,100000,0.95,False,-1.083928425619201
79,100000,0.97,False,-0.7147324521887606
79,100000,0.99,False,0.09729388832948757
79,100000,0.995,False,0.6651039272414613
79,100000,0.95,True,2.7404126553011467
79,100000,0.96,True,3.1381957168078527
79,100000,0.965,True,3.5429665371841867
79,100000,0.97,True,3.6640174391033558
79,100000,0.975,True,3.9520559796093693
79,100000,0.98,True,4.52281084666669
79,100000,0.985,True,5.355926578399776
79,100000,0.99,True,6.6373816168994315
79,100000,0.995,True,8.778753329088989
79,100000,0.996,True,9.771302424784178
79,100000,0.997,True,12.214644447964076
79,100000,0.998,True,13.49267872423253
79,1000000,0.95,False,-1.075482002801524
79,1000000,0.97,False,-0.702367863394155
79,1000000,0.99,False,0.12622732748696058
79,1000000,0.995,False,0.6799279639123755
79,1000000,0.95,True,2.7611006627076478
79,1000000,0.96,True,3.0979420574283894
79,1000000,0.965,True,3.2729112228865422
79,1000000,0.97,True,3.5053987880562163
79,1000000,0.975,True,3.843427627954533
79,1000000,0.98,True,4.227256841538268
79,1000000,0.985,True,4.77695402238178
79,1000000,0.99,True,5.7914710361900905
79,1000000,0.995,True,7.675945898758116
79,1000000,0.996,True,8.867935691617452
79,1000000,0.997,True,10.065088546330914
79,1000000,0.998,True,13.152038194090078
80,1000,0.95,False,-1.1206299474201282
80,1000,0.97,False,-0.7648157703660241
80,1000,0.99,False,-0.22299014615582385
80,1000,0.995,False,0.4822949942304627
80,1000,0.95,True,10.956029664551473
80,1000,0.96,True,11.778834999666406
80,1000,0.965,True,12.190237667223872
80,1000,0.97,True,12.601640334781338
80,1000,0.975,True,13.013043002338792
80,1000,0.98,True,13.42444566989626
80,1000,0.985,True,13.835848337453726
80,1000,0.99,True,14.247251005011181
80,1000,0.995,True,14.658653672568649
80,1000,0.996,True,14.740934206080144
80,1000,0.997,True,14.82321473959164
80,1000,0.998,True,14.905495273103124
80,10000,0.95,False,-1.0893713206286793
80,10000,0.97,False,-0.7529011730361228
80,10000,0.99,False,0.047245290869413495
80,10000,0.995,False,0.696642045564765
80,10000,0.95,True,3.0594265244792496
80,10000,0.96,True,3.600500558943173
80,10000,0.965,True,3.739432218523694
80,10000,0.97,True,3.7459029942583255
80,10000,0.975,True,3.7809662112939497
80,10000,0.98,True,3.8274664048499702
80,10000,0.985,True,4.104570590287251
80,10000,0.99,True,4.435934538520126
80,10000,0.995,True,4.596569395595595
80,10000,0.996,True,4.625102070354746
80,10000,0.997,True,4.653634745113896
80,10000,0.998,True,4.682167419873046
80,100000,0.95,False,-1.0645706198342264
80,100000,0.97,False,-0.6915044522289965
80,100000,0.99,False,0.11803054784607293
80,100000,0.995,False,0.6768783229623421
80,100000,0.95,True,2.7037418635385078
80,100000,0.96,True,2.9265713654136953
80,100000,0.965,True,3.1241939417099425
80,100000,0.97,True,3.514360111062739
80,100000,0.975,True,3.680370024871849
80,100000,0.98,True,3.805919315496401
80,100000,0.985,True,4.153986453583091
80,100000,0.99,True,4.816895063250736
80,100000,0.995,True,6.249244581890638
80,100000,0.996,True,7.043456960395934
80,100000,0.997,True,7.442007269931271
80,100000,0.998,True,8.074997400559004
80,1000000,0.95,False,-1.0802226833151047
80,1000000,0.97,False,-0.7018265598815425
80,1000000,0.99,False,0.1282982634019561
80,1000000,0.995,False,0.6922093169530408
80,1000000,0.95,True,3.0261190618900606
80,1000000,0.96,True,3.3793815951137134
80,1000000,0.965,True,3.6696588988725196
80,1000000,0.97,True,3.9174386804015775
80,1000000,0.975,True,4.276936772269595
80,1000000,0.98,True,4.917909724129274
80,1000000,0.985,True,5.595738262586291
80,1000000,0.99,True,6.557623410106665
80,1000000,0.995,True,9.669966130495165
80,1000000,0.996,True,11.315974164679622
80,1000000,0.997,True,14.080867008836805
80,1000000,0.998,True,20.19673151384104
81,1000,0.95,False,-1.1333554356422828
81,1000,0.97,False,-0.827621952488159
81,1000,0.99,False,-0.2787253987887779
81,1000,0.995,False,-0.05442265030558942
81,1000,0.95,True,0.5756760262451609
81,1000,0.96,True,0.5845124996109056
81,1000,0.965,True,0.5889307362937778
81,1000,0.97,True,0.5933489729766501
81,1000,0.975,True,0.5977672096595222
81,1000,0.98,True,0.6021854463423945
81,1000,0.985,True,0.6066036830252668
81,1000,0.99,True,0.6110219197081389
81,1000,0.995,True,0.6154401563910112
81,1000,0.996,True,0.6163238037275857
81,1000,0.997,True,0.6172074510641601
81,1000,0.998,True,0.6180910984007345
81,10000,0.95,False,-1.03608305364355
81,10000,0.97,False,-0.6601976866829535
81,10000,0.99,False,0.0827634493129887
81,10000,0.995,False,0.6401465974900586
81,10000,0.95,True,2.797201617736584
81,10000,0.96,True,3.097739101987406
81,10000,0.965,True,3.397918288645506
81,10000,0.97,True,3.9051344697734036
81,10000,0.975,True,5.1319945089777494
81,10000,0.98,True,7.414332206694321
81,10000,0.985,True,8.544409246367469
81,10000,0.99,True,8.917777794191242
81,10000,0.995,True,10.419293715412755
81,10000,0.996,True,10.775370477667753
81,10000,0.997,True,11.131447239922748
81,10000,0.998,True,11.487524002177746
81,100000,0.95,False,-1.0746053062158136
81,100000,0.97,False,-0.7042268309448815
81,100000,0.99,False,0.14130328416703414
81,100000,0.995,False,0.6955622188559811
81,100000,0.95,True,2.865346697535195
81,100000,0.96,True,3.2151150157522057
81,100000,0.965,True,3.4901287621334847
81,100000,0.97,True,3.6905564212360495
81,100000,0.975,True,4.0444426400844575
81,100000,0.98,True,4.2530409918269445
81,100000,0.985,True,4.700719079138553
81,100000,0.99,True,6.052233679014648
81,100000,0.995,True,7.595770450081332
81,100000,0.996,True,8.091965023706894
81,100000,0.997,True,8.86001369888994
81,100000,0.998,True,9.707693468010941
81,1000000,0.95,False,-1.0793820910503105
81,1000000,0.97,False,-0.6989229623510004
81,1000000,0.99,False,0.1290004762181141
81,1000000,0.995,False,0.6973653652683479
81,1000000,0.95,True,2.9778447801544665
81,1000000,0.96,True,3.3294669672272494
81,1000000,0.965,True,3.5712083918367687
81,1000000,0.97,True,3.8926135276682476
81,1000000,0.975,True,4.197704935752095
81,1000000,0.98,True,4.787179718629892
81,1000000,0.985,True,5.435921536944399
81,1000000,0.99,True,6.5956077489556435
81,1000000,0.995,True,8.977307612145509
81,1000000,0.996,True,10.442057594678904
81,1000000,0.997,True,13.070648896973967
81,1000000,0.998,True,17.633369990440432
82,1000,0.95,False,-1.2005030817640303
82,1000,0.97,False,-0.7027639386333608
82,1000,0.99,False,-0.17372866031284492
82,1000,0.995,False,0.34211617485515067
82,1000,0.95,True,1.360924083115649
82,1000,0.96,True,1.410026998334549
82,1000,0.965,True,1.4345784559439991
82,1000,0.97,True,1.4591299135534492
82,1000,0.975,True,1.483681371162899
82,1000,0.98,True,1.5082328287723485
82,1000,0.985,True,1.5327842863817986
82,1000,0.99,True,1.5573357439912485
82,1000,0.995,True,1.5818872016006986
82,1000,0.996,True,1.5867974931225883
82,1000,0.997,True,1.5917077846444787
82,1000,0.998,True,1.5966180761663684
82,10000,0.95,False,-1.0662937735644207
82,10000,0.97,False,-0.6819808063809449
82,10000,0.99,False,0.07411323117842064
82,10000,0.995,False,0.5417668702518188
82,10000,0.95,True,3.375908229813901
82,10000,0.96,True,4.025409776436245
82,10000,0.965,True,4.604409265812772
82,10000,0.97,True,5.804040236179476
82,10000,0.975,True,7.951897730460099
82,10000,0.98,True,11.030741266401789
82,10000,0.985,True,19.35810159397079
82,10000,0.99,True,30.273771572205447
82,10000,0.995,True,32.30424620213615
82,10000,0.996,True,32.35883889456299
82,10000,0.997,True,32.413431586989844
82,10000,0.998,True,32.46802427941669
82,100000,0.95,False,-1.0755819561081823
82,100000,0.97,False,-0.7019169920966559
82,100000,0.99,False,0.1224353485671301
82,100000,0.995,False,0.708283066578458
82,100000,0.95,True,2.612859797304376
82,100000,0.96,True,2.9020798985483993
82,100000,0.965,True,3.163459475817816
82,100000,0.97,True,3.585291624343914
82,100000,0.975,True,3.803663545581998
82,100000,0.98,True,4.301111357061822
82,100000,0.985,True,4.725819310500057
82,100000,0.99,True,6.097256314230928
82,100000,0.995,True,10.155894539102599
82,100000,0.996,True,10.66527109022221
82,100000,0.997,True,11.572962162771404
82,100000,0.998,True,12.891039268835543
82,1000000,0.95,False,-1.0789046513223222
82,1000000,0.97,False,-0.7050016091387262
82,1000000,0.99,False,0.11147388779354322
82,1000000,0.995,False,0.6556549469065103
82,1000000,0.95,True,2.96825938504161
82,1000000,0.96,True,3.346572331583478
82,1000000,0.965,True,3.529354627833941
82,1000000,0.97,True,3.748917517864145
82,1000000,0.975,True,4.102297337278375
82,1000000,0.98,True,4.502351064933796
82,1000000,0.985,True,5.043749244969962
82,1000000,0.99,True,6.235238082260992
82,1000000,0.995,True,8.629161426592328
82,1000000,0.996,True,9.678302249370407
82,1000000,0.997,True,10.74590201492318
82,1000000,0.998,True,12.124304026626543
83,1000,0.95,False,-1.238316187008597
83,1000,0.97,False,-0.9365104026314109
83,1000,0.99,False,-0.22814714197209537
83,1000,0.995,False,0.27810759977305644
83,1000,0.95,True,3.3578075544006385
83,1000,0.96,True,3.546948185687181
83,1000,0.965,True,3.6415185013304523
83,1000,0.97,True,3.7360888169737234
83,1000,0.975,True,3.830659132616995
83,1000,0.98,True,3.9252294482602657
83,1000,0.985,True,4.019799763903537
83,1000,0.99,True,4.114370079546808
83,1000,0.995,True,4.20894039519008
83,1000,0.996,True,4.227854458318734
83,1000,0.997,True,4.246768521447388
83,1000,0.998,True,4.265682584576043
83,10000,0.95,False,-1.1100958787765045
83,10000,0.97,False,-0.750727072326636
83,10000,0.99,False,0.11803135649676846
83,10000,0.995,False,0.7833893471929773
83,10000,0.95,True,3.4421472379144484
83,10000,0.96,True,4.357777369031798
83,10000,0.965,True,4.606727999433572
83,10000,0.97,True,4.89753863976247
83,10000,0.975,True,5.221591052680543
83,10000,0.98,True,5.836953155777573
83,10000,0.985,True,6.304866855152954
83,10000,0.99,True,6.323829925736838
83,10000,0.995,True,6.383921215198761
83,10000,0.996,True,6.400579579836361
83,10000,0.997,True,6.4172379444739605
83,10000,0.998,True,6.43389630911156
83,100000,0.95,False,-1.06550543729544
83,100000,0.97,False,-0.6894089130325105
83,100000,0.99,False,0.14409868229401
83,100000,0.995,False,0.7193475629881166
83,100000,0.95,True,3.288542555338426
83,100000,0.96,True,3.744773661283433
83,100000,0.965,True,3.9484399136047594
83,100000,0.97,True,4.375310729962302
83,100000,0.975,True,4.806973876862831
83,100000,0.98,True,5.489605174703875
83,100000,0.985,True,6.073062271581279
83,100000,0.99,True,7.810928041131142
83,100000,0.995,True,9.48839365578111
83,100000,0.996,True,10.921294174590765
83,100000,0.997,True,11.579514287268488
83,100000,0.998,True,15.998271477076795
83,1000000,0.95,False,-1.0720237937605606
83,1000000,0.97,False,-0.6964227880445685
83,1000000,0.99,False,0.1253521146688769
83,1000000,0.995,False,0.6799398917366266
83,1000000,0.95,True,3.020631206450041
83,1000000,0.96,True,3.3649258546573746
83,1000000,0.965,True,3.6021651956878804
83,1000000,0.97,True,3.852790998366202
83,1000000,0.975,True,4.129949881498447
83,1000000,0.98,True,4.580637098130506
83,1000000,0.985,True,5.2774379585318085
83,1000000,0.99,True,6.4518988791557605
83,1000000,0.995,True,8.417724586967442
83,1000000,0.996,True,9.034219957278575
83,1000000,0.997,True,10.095239958078713
83,1000000,0.998,True,15.005805348683873
84,1000,0.95,False,-1.0532408485326785
84,1000,0.97,False,-0.5592271808249348
84,1000,0.99,False,0.09607980382718097
84,1000,0.995,False,0.5774075561594019
84,1000,0.95,True,2.064117527621679
84,1000,0.96,True,2.2423181607151443
84,1000,0.965,True,2.3314184772618782
84,1000,0.97,True,2.4205187938086095
84,1000,0.975,True,2.5096191103553434
84,1000,0.98,True,2.5987194269020772
84,1000,0.985,True,2.687819743448808
84,1000,0.99,True,2.776920059995543
84,1000,0.995,True,2.8660203765422736
84,1000,0.996,True,2.883840439851623
84,1000,0.997,True,2.901660503160969
84,1000,0.998,True,2.919480566470315
84,10000,0.95,False,-1.0553998918038763
84,10000,0.97,False,-0.6977774088372489
84,10000,0.99,False,0.10463223044805281
84,10000,0.995,False,0.6459788489428485
84,10000,0.95,True,2.5715483599471423
84,10000,0.96,True,2.822594057203495
84,10000,0.965,True,2.8744052951975534
84,10000,0.97,True,2.980553904044104
84,10000,0.975,True,3.223929471581804
84,10000,0.98,True,3.7731251184883536
84,10000,0.985,True,4.190933187900189
84,10000,0.99,True,4.496738732234564
84,10000,0.995,True,8.72071901931195
84,10000,0.996,True,9.799704831466082
84,10000,0.997,True,10.878690643620214
84,10000,0.998,True,11.957676455774344
84,100000,0.95,False,-1.077609150103092
84,100000,0.97,False,-0.7064345318236567
84,100000,0.99,False,0.14139134721717794
84,100000,0.995,False,0.690547608706178
84,100000,0.95,True,3.0393623279195476
84,100000,0.96,True,3.2845563011038563
84,100000,0.965,True,3.4080456413084512
84,100000,0.97,True,3.462874466333052
84,100000,0.975,True,4.057621794833633
84,100000,0.98,True,5.025386402740483
84,100000,0.985,True,5.376744025411089
84,100000,0.99,True,6.494595773341719
84,100000,0.995,True,7.7220020263569245
84,100000,0.996,True,8.138474819492371
84,100000,0.997,True,9.745270835148048
84,100000,0.998,True,12.606301914509347
84,1000000,0.95,False,-1.0736122148115395
84,1000000,0.97,False,-0.7052891676896131
84,1000000,0.99,False,0.13370890550398565
84,1000000,0.995,False,0.6868249810453043
84,1000000,0.95,True,2.985304987062252
84,1000000,0.96,True,3.3449083918067126
84,1000000,0.965,True,3.5427735689709814
84,1000000,0.97,True,3.749385830181585
84,1000000,0.975,True,4.09093081028732
84,1000000,0.98,True,4.453755854207116
84,1000000,0.985,True,5.017396934405905
84,1000000,0.99,True,6.275878380049667
84,1000000,0.995,True,8.97321643600355
84,1000000,0.996,True,10.128064666062599
84,1000000,0.997,True,11.54667002698335
84,1000000,0.998,True,15.169105611482053
85,1000,0.95,False,-1.07488409792249
85,1000,0.97,False,-0.7332798021449698
85,1000,0.99,False,0.5787381324714302
85,1000,0.995,False,1.0227423586204998
85,1000,0.95,True,1.8422008920234916
85,1000,0.96,True,2.1326004010310893
85,1000,0.965,True,2.277800155534888
85,1000,0.97,True,2.4229999100386808
85,1000,0.975,True,2.5681996645424796
85,1000,0.98,True,2.7133994190462785
85,1000,0.985,True,2.8585991735500773
85,1000,0.99,True,3.00379892805387
85,1000,0.995,True,3.148998682557669
85,1000,0.996,True,3.1780386334584274
85,1000,0.997,True,3.207078584359192
85,1000,0.998,True,3.236118535259951
85,10000,0.95,False,-1.103978294520851
85,10000,0.97,False,-0.7017157460392593
85,10000,0.99,False,0.1935134390009803
85,10000,0.995,False,0.7010748872803945
85,10000,0.95,True,2.9211127892454347
85,10000,0.96,True,2.974526565956592
85,10000,0.965,True,3.042411816409543
85,10000,0.97,True,3.1780081094089643
85,10000,0.975,True,3.3673749361952834
85,10000,0.98,True,3.529834671482861
85,10000,0.985,True,3.7445471745844623
85,10000,0.99,True,4.100720160903999
85,10000,0.995,True,4.302276041787152
85,10000,0.996,True,4.3251432368376275
85,10000,0.997,True,4.3480104318881025
85,10000,0.998,True,4.370877626938577
85,100000,0.95,False,-1.103154393110551
85,100000,0.97,False,-0.7280965683091354
85,100000,0.99,False,0.08720941422663284
85,100000,0.995,False,0.6331190789386676
85,100000,0.95,True,2.7369541802754327
85,100000,0.96,True,2.963777858279913
85,100000,0.965,True,3.287577857512616
85,100000,0.97,True,3.4945395070760363
85,100000,0.975,True,3.826323641280622
85,100000,0.98,True,4.095922196754282
85,100000,0.985,True,4.380148480712703
85,100000,0.99,True,4.953615494188655
85,100000,0.995,True,5.421775333904348
85,100000,0.996,True,5.88005017064923
85,100000,0.997,True,6.3516100991184095
85,100000,0.998,True,7.743425870803594
85,1000000,0.95,False,-1.0813573524185478
85,1000000,0.97,False,-0.7043705458984337
85,1000000,0.99,False,0.1186087608720729
85,1000000,0.995,False,0.682437567551707
85,1000000,0.95,True,2.9591072387234396
85,1000000,0.96,True,3.3255916833396313
85,1000000,0.965,True,3.5369905205720573
85,1000000,0.97,True,3.7855971184150095
85,1000000,0.975,True,4.090456619802718
85,1000000,0.98,True,4.617839506675542
85,1000000,0.985,True,5.254043318161349
85,1000000,0.99,True,6.383312454307748
85,1000000,0.995,True,8.597639958429248
85,1000000,0.996,True,9.856060931389177
85,1000000,0.997,True,10.627381658713146
85,1000000,0.998,True,15.036009706938026
86,1000,0.95,False,-1.0104720647394463
86,1000,0.97,False,-0.7444472303130424
86,1000,0.99,False,0.03678040550261851
86,1000,0.995,False,0.2853715544298668
86,1000,0.95,True,1.0793544432927114
86,1000,0.96,True,1.136253845041294
86,1000,0.965,True,1.1647035459155857
86,1000,0.97,True,1.1931532467898764
86,1000,0.975,True,1.2216029476641683
86,1000,0.98,True,1.2500526485384602
86,1000,0.985,True,1.278502349412751
86,1000,0.99,True,1.3069520502870426
86,1000,0.995,True,1.3354017511613334
86,1000,0.996,True,1.3410916913361925
86,1000,0.997,True,1.3467816315110508
86,1000,0.998,True,1.352471571685909
86,10000,0.95,False,-1.1116125320280084
86,10000,0.97,False,-0.7232538441484088
86,10000,0.99,False,0.19077536177481721
86,10000,0.995,False,0.8637719020451876
86,10000,0.95,True,3.507801298817135
86,10000,0.96,True,4.15764604948774
86,10000,0.965,True,4.359665812270286
86,10000,0.97,True,4.663867494073146
86,10000,0.975,True,5.019160135386173
86,10000,0.98,True,6.254303421763231
86,10000,0.985,True,7.296221158714974
